book_id,work_id,title,original_title,authors,author_ids,publisher,publication_year,original_publication_year,language_code,isbn,isbn13,format,num_pages,estimated_word_count,word_count_source,average_rating,ratings_count,text_reviews_count,work_ratings_count,work_text_reviews_count,rating_5_count,rating_4_count,rating_3_count,rating_2_count,rating_1_count,rating_total_count,genres,top_shelves,description,url,image_url
11084145,16005831,Steve Jobs,Steve Jobs,Walter Isaacson,7111,Simon & Schuster,2011,2011,eng,1451648537,9781451648539,Hardcover,656,180400,estimated_from_pages_275_words_per_page,4.09,561850,14028,580439,15207,245719,204352,88590,22041,19737,580439,fiction; history_biography; comics_graphic; nonfiction,to-read:60387; biography:4555; non-fiction:2541; currently-reading:1295; favorites:1187; biographies:1157; business:1113; nonfiction:713; technology:392; owned:390; history:296; bio:270; audiobook:263; kindle:249; books-i-own:237; biography-memoir:206; audiobooks:183; leadership:166; ebook:165; to-buy:154,"From best-selling author Walter Isaacson comes the landmark biography of Apple co-founder Steve Jobs. In Steve Jobs: The Exclusive Biography , Isaacson provides an extraordinary account of Jobs' professional and personal life. Drawn from three years of exclusive and unprecedented interviews Isaacson has conducted with Jobs as well as extensive interviews with Jobs' family members and key colleagues from Apple and its competitors, Steve Jobs: The Exclusive Biography is the definitive portrait of the greatest innovator of his generation.",https://www.goodreads.com/book/show/11084145-steve-jobs,https://images.gr-assets.com/books/1327861368m/11084145.jpg
110871,1656117,Thérèse Raquin,Thérèse Raquin,Émile Zola; Robin Buss,4750; 224319,Penguin Books Ltd,2004,1867,eng,0140449442,9780140449440,Paperback,201,55275,estimated_from_pages_275_words_per_page,3.71,10740,664,14444,1079,3458,5380,3937,1232,437,14444,fiction; romance; mystery_thriller_crime; history_biography; horror; classics,to-read:9940; classics:703; fiction:317; currently-reading:295; french:210; favorites:163; france:137; french-literature:125; 1001-books:119; classic:110; 19th-century:98; 1001:72; owned:68; french-lit:54; literature:52; novels:51; books-i-own:50; audiobook:48; crime:46; 1001-books-to-read-before-you-die:43,"One of Zola's most famous realistic novels, Therese Raquin is a clinically observed, sinister tale of adultery and murder among the lower classes in nineteenth-century Parisian society. Set in the claustrophobic atmosphere of a dingy haberdasher's shop in the passage du Pont-Neuf in Paris, this powerful novel tells how the heroine and her lover, Laurent, kill her husband, Camille, but are subsequently haunted by visions of the dead man and prevented from enjoying the fruits of their crime. Zola's shocking tale dispassionately dissects the motivations of his characters--mere ""human beasts"", who kill in order to satisfy their lust--and stands as a key manifesto of the French Naturalist movement, of which the author was the founding father. Published in 1867, this is Zola's most important work before the Rougon-Macquart series and introduces many of the themes that can be traced through the later novel cycle.",https://www.goodreads.com/book/show/110871.Th_r_se_Raquin,https://images.gr-assets.com/books/1282318692m/110871.jpg
110890,2567720,The Looming Tower: Al-Qaeda and the Road to 9/11,The Looming Tower: Al-Qaeda and the Road to 9/11,Lawrence Wright,4258,,,2006,en-US,037541486X,9780375414862,,373,102575,estimated_from_pages_275_words_per_page,4.38,12750,1422,15034,1689,7788,5498,1490,198,60,15034,fiction; mystery_thriller_crime; history_biography; nonfiction,to-read:6673; currently-reading:333; non-fiction:281; history:270; nonfiction:255; politics:229; favorites:154; middle-east:139; terrorism:121; war:94; religion:69; owned:60; pulitzer:55; islam:50; 9-11:46; american-history:41; current-events:35; afghanistan:32; pulitzer-prize:32; books-i-own:31,,https://www.goodreads.com/book/show/110890.The_Looming_Tower,https://images.gr-assets.com/books/1320471617m/110890.jpg
11093329,16015218,"The House of Silk (Sherlock Holmes, #1)",The House of Silk,Anthony Horowitz,32590,Mulholland Books,2011,2011,eng,0316196991,9780316196994,Hardcover,294,80850,estimated_from_pages_275_words_per_page,3.95,23559,2496,29203,3266,8850,12340,6206,1256,551,29203,fiction; mystery_thriller_crime; young_adult; history_biography; classics,to-read:26283; mystery:1105; currently-reading:931; fiction:476; crime:339; historical-fiction:288; sherlock-holmes:278; favorites:165; historical:135; owned:122; audiobook:105; books-i-own:104; detective:104; mysteries:97; sherlock:84; thriller:82; mystery-thriller:78; audiobooks:70; audio:68; series:65,"London, 1890. 221B Baker Street. A fine art dealer named Edmund Carstairs visits Sherlock Holmes and Dr John Watson to beg for their help. He is being menaced by a strange man in a flat cap – a wanted criminal who seems to have followed him all the way from America. In the days that follow, his home is robbed, his family is threatened. And then the first murder takes place. THE HOUSE OF SILK brings Sherlock Holmes back with all the nuance, pacing, and almost superhuman powers of analysis and deduction that made him the world's greatest detective, in a case depicting events too shocking, too monstrous to ever appear in print.",https://www.goodreads.com/book/show/11093329-the-house-of-silk,https://images.gr-assets.com/books/1327877129m/11093329.jpg
11096647,16018629,"Flat-Out Love (Flat-Out Love, #1)",Flat-Out Love,Jessica Park,22159,Amazon Digital Services,2011,2011,eng,,,Kindle Edition,389,106975,estimated_from_pages_275_words_per_page,4.01,47663,4647,51977,5105,19463,18823,9612,2841,1238,51977,fiction; romance; young_adult,to-read:45105; favorites:1440; romance:947; currently-reading:870; young-adult:763; new-adult:674; contemporary:520; ya:430; kindle:344; chick-lit:231; contemporary-romance:199; series:189; fiction:188; college:177; ebook:120; read-in-2012:92; funny:91; favourites:89; ebooks:88; read-in-2013:85,"Flat-Out Love is a warm and witty novel of family love and dysfunction, deep heartache and raw vulnerability, with a bit of mystery and one whopping, knock-you-to-your-knees romance. It's not what you know—or when you see—that matters. It's about a journey. Something is seriously off in the Watkins home. And Julie Seagle, college freshman, small-town Ohio transplant, and the newest resident of this Boston house, is determined to get to the bottom of it. When Julie's off-campus housing falls through, her mother's old college roommate, Erin Watkins, invites her to move in. The parents, Erin and Roger, are welcoming, but emotionally distant and academically driven to eccentric extremes. The middle child, Matt, is an MIT tech geek with a sweet side... and the social skills of a spool of USB cable. The youngest, Celeste, is a frighteningly bright but freakishly fastidious 13-year-old who hauls around a life-sized cardboard cutout of her oldest brother almost everywhere she goes. And there's that oldest brother, Finn: funny, gorgeous, smart, sensitive, almost emotionally available. Geographically? Definitely unavailable. That's because Finn is traveling the world and surfacing only for random Facebook chats, e-mails, and status updates. Before long, through late-night exchanges of disembodied text, he begins to stir something tender and silly and maybe even a little bit sexy in Julie's suddenly lonesome soul. To Julie, the emotionally scrambled members of the Watkins family add up to something that ... well... doesn't quite add up. Not until she forces a buried secret to the surface, eliciting a dramatic confrontation that threatens to tear the fragile Watkins family apart, does she get her answer. Flat-Out Love comes complete with emails, Facebook status updates, and instant messages.",https://www.goodreads.com/book/show/11096647-flat-out-love,https://images.gr-assets.com/books/1333821470m/11096647.jpg
11099729,15371735,Darth Plagueis,Star Wars: Darth Plagueis,James Luceno,9346,Del Rey,2012,2012,eng,034551128X,9780345511287,Hardcover,379,104225,estimated_from_pages_275_words_per_page,4.07,9054,1012,12007,1258,4499,4590,2320,478,120,12007,fiction; fantasy; science_fiction; nonfiction,to-read:1672; sci-fi:286; science-fiction:272; star-wars:190; currently-reading:112; favorites:99; fantasy:73; owned:59; scifi:50; star-wars-legends:47; starwars:42; audiobook:36; fiction:34; audiobooks:30; kindle:25; default:24; books-i-own:23; sci-fi-fantasy:21; audible:19; star-wars-books:18,"“Did you ever hear the Tragedy of Darth Plagueis the Wise? It’s a Sith legend. Darth Plagueis was a Dark Lord of the Sith, so powerful and so wise that he could use the Force to influence the midi-chlorians to create life. He had such a knowledge of the dark side that he could even keep the ones he cared about from dying.” —Supreme Chancellor Palpatine, Star Wars: Episode III Revenge of the Sith Darth Plagueis: one of the most brilliant Sith Lords who ever lived. Possessing power is all he desires. Losing it is the only thing he fears. As an apprentice, he embraces the ruthless ways of the Sith. And when the time is right, he destroys his Master--but vows never to suffer the same fate. For like no other disciple of the dark side, Darth Plagueis learns to command the ultimate power . . . over life and death. Darth Sidious: Plagueis’s chosen apprentice. Under the guidance of his Master, he secretly studies the ways of the Sith, while publicly rising to power in the galactic government, first as Senator, then as Chancellor, and eventually as Emperor. Darth Plagueis and Darth Sidious, Master and acolyte, target the galaxy for domination--and the Jedi Order for annihilation. But can they defy the merciless Sith tradition? Or will the desire of one to rule supreme, and the dream of the other to live forever, sow the seeds of their destruction?",https://www.goodreads.com/book/show/11099729-darth-plagueis,https://images.gr-assets.com/books/1405546262m/11099729.jpg
1110,3204998,The Broker,The Broker,John Grisham,721,Delta,2006,2005,eng,0385340540,9780385340540,Paperback,422,116050,estimated_from_pages_275_words_per_page,3.77,65451,1964,69862,2267,16975,25978,21551,4465,893,69862,fiction; mystery_thriller_crime; horror,to-read:3160; john-grisham:683; thriller:375; mystery:300; currently-reading:249; grisham:226; default:223; owned:197; fiction:191; books-i-own:159; legal-thriller:145; suspense:120; crime:103; legal:89; favorites:78; grisham-john:75; mystery-thriller:66; thrillers:63; owned-books:56; novels:51,"In his final hours in the Oval Office, the outgoing President grants a controversial last-minute pardon to Joel Backman, a notorious Washington power broker who has spent the last six years hidden away in a federal prison. What no one knows is that the President issues the pardon only after receiving enormous pressure from the CIA. It seems Backman, in his power broker heyday, may have obtained secrets that compromise the world's most sophisticated satellite surveillance system. Backman is quietly smuggled out of the country in a military cargo plane, given a new name, a new identity, and a new home in Italy. Eventually, after he has settled into his new life, the CIA will leak his whereabouts to the Israelis, the Russians, the Chinese, and the Saudis. Then the CIA will do what it does best: sit back and watch. The question is not whether Backman will survive, there is no chance of that. The question the CIA needs answered is, who will kill him? From the Hardcover edition.",https://www.goodreads.com/book/show/1110.The_Broker,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11100431,16022532,"Heir of Novron (The Riyria Revelations, #5-6)",Heir of Novron,Michael J. Sullivan,2063919,Orbit,2012,2012,eng,0316187712,9780316187718,Paperback,932,256300,estimated_from_pages_275_words_per_page,4.46,25233,1320,28208,1512,16453,8971,2319,345,120,28208,fiction; fantasy; science_fiction; romance; mystery_thriller_crime; nonfiction,to-read:7386; fantasy:1543; currently-reading:511; favorites:506; epic-fantasy:112; fiction:97; audiobook:68; adventure:62; owned:56; series:55; audiobooks:54; favourites:51; high-fantasy:48; magic:48; audible:47; kindle:39; epic:33; audio:32; riyria:32; sci-fi-fantasy:30,"A FORCED WEDDING. A DOUBLE EXECUTION. TWO THIEVES HAVE OTHER PLANS. The New Empire intends to celebrate its victory over the Nationalists with a day that will never be forgotten. On the high holiday of Wintertide, they plan to execute two traitors (Degan Gaunt and the Witch of Melengar) as well as force the Empress into a marriage of their own design. But they didn’t account for Royce and Hadrian finally locating the Heir of Novron—or the pair’s desire to wreak havoc on the New Empire’s carefully crafted scheme.",https://www.goodreads.com/book/show/11100431-heir-of-novron,https://images.gr-assets.com/books/1307960132m/11100431.jpg
11101772,16023890,The Scrapbook of Frankie Pratt,,Caroline Preston,7086,Ecco,2011,2011,eng,0061966908,9780061966903,Hardcover,233,64075,estimated_from_pages_275_words_per_page,3.72,20532,725,20572,734,7051,5263,4898,2165,1195,20572,fiction; romance; young_adult; history_biography; comics_graphic,to-read:15516; historical-fiction:160; fiction:155; graphic-novels:58; graphic-novel:50; currently-reading:40; historical:40; art:32; favorites:31; adult:28; 1920s:27; adult-fiction:24; young-adult:21; coming-of-age:20; graphic:20; romance:19; library:17; read-in-2012:14; ya:14; chick-lit:13,"“ The Scrapbook of Frankie Pratt is a literary bottle rocket—loaded with whimsy, pizzazz, and heart.” —Adriana Trigiani “Is it possible that I have just read/experienced/devoured the most delightful book ever published? Do not argue with me: There is magic here and genius.” —Elinor Lipman “A ripping yarn of emancipated girlish adventure.” —Audrey Niffenegger The Scrapbook of Frankie Pratt is a visually stunning, totally unique, full-color novel in the form of a scrapbook, set in the burgeoning bohemian culture of the 1920s and featuring an endearing, unforgettable heroine. Caroline Preston, author of the New York Times Notable Book Jackie by Josie , uses a kaleidoscopic array of vintage memorabilia—postcards, letters, magazine ads, ticket stubs, catalog pages, fabric swatches, candy wrappers, fashion spreads, menus and more—to tell the tale of spirited and ambitious Frankie’s remarkable odyssey from Vassar to Greenwich Village to Paris, in a manner that will delight crafters, historical fiction fans, and anyone who loves a good coming-of-age story ingeniously told.",https://www.goodreads.com/book/show/11101772-the-scrapbook-of-frankie-pratt,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
111021,106944,"Dawn (Warriors: The New Prophecy, #3)",Dawn,Erin Hunter,27498,,,2005,en-US,006074457X,9780060744571,,335,92125,estimated_from_pages_275_words_per_page,4.31,19836,390,20742,430,11242,5596,3130,626,148,20742,fiction; fantasy; romance; young_adult; children,to-read:892; warriors:528; fantasy:269; currently-reading:230; favorites:112; erin-hunter:95; books-i-own:92; owned:86; warrior-cats:70; fiction:69; series:67; childhood:58; young-adult:54; middle-grade:51; cats:48; childrens:43; adventure:42; warriors-series:34; animal:27; default:23,"Something terrifying is happening in the world of the Clans. Amid the destruction of the forest, cats are disappearing, including ThunderClan's beloved medicine cat apprentice, Leafpaw. Now the young cats who set off on a quest many moons ago have returned with a chilling message: The Clans must move to a new home, or risk extermination. But it is not easy to convince the cats to leave. Even if all four Clans agreed to travel together, the dangers waiting for them beyond their borders are impossible to predict. More importantly, even the questing cats have no idea where they're supposed to go. What they need is a sign from StarClan . . . but what they need most of all is a plan to save their missing warriors, or risk leaving them behind forever.",https://www.goodreads.com/book/show/111021.Dawn,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
111023,106946,"Passage to Dawn (Forgotten Realms: Legacy of the Drow, #4; Legend of Drizzt, #10)",Passage to Dawn,R.A. Salvatore,1023510,Wizards of the Coast TSR,1997,1993,eng,0786907509,9780786907502,Mass Market Paperback,339,93225,estimated_from_pages_275_words_per_page,4.07,13906,105,15499,152,5830,5699,3277,575,118,15499,fiction; fantasy; science_fiction; young_adult; classics; nonfiction,to-read:632; forgotten-realms:224; currently-reading:132; fantasy:100; fiction:85; drizzt:84; owned:81; default:61; r-a-salvatore:61; favorites:41; legend-of-drizzt:38; sci-fi-fantasy:33; books-i-own:30; epic-fantasy:30; salvatore:30; high-fantasy:26; ra-salvatore:22; fantasy-sci-fi:22; library:20; d-d:19,"Six years. Not so long in the lifespan of a drow. And yet--in counting the months, the weeks, the days, the hours--it seemed to me as if I had been away from Mithril Hall a hundred times that number. The place was another lifetime, another way of life, a mere stepping stone to... To what? To where? I ride the waves along the sword coast now, the wind and spray in my face. My ceiling is the rush of clouds and the canopy of stars, my floor, the creaking boards of a swift, well-weathered ship. Beyond that lies the azure blanket, flat and still, heaving and rolling, hissing in the rain and exploding under the fall of a breaching whale. Is this, then, my home?",https://www.goodreads.com/book/show/111023.Passage_to_Dawn,https://images.gr-assets.com/books/1312023199m/111023.jpg
11104030,16026187,MWF Seeking BFF: My Yearlong Search For A New Best Friend,,Rachel Bertsche,4789751,Ballantine Books,2011,2011,eng,0345524942,9780345524942,Paperback,349,95975,estimated_from_pages_275_words_per_page,3.44,11004,1571,11586,1656,2040,3644,3792,1543,567,11586,fiction; history_biography; nonfiction,to-read:8291; non-fiction:390; memoir:214; nonfiction:178; memoirs:97; book-club:72; chick-lit:52; friendship:48; favorites:40; self-help:39; read-in-2012:37; humor:33; kindle:31; biography:30; biography-memoir:27; currently-reading:24; library:24; adult:24; did-not-finish:22; abandoned:22,"When Rachel Bertsche first moves to Chicago, she’s thrilled to finally share a zip code with her boyfriend. But shortly after getting married, she realizes that her new life is missing one thing: friends. Sure, she has plenty of BFFs—in New York and San Francisco and Boston and Washington, D.C. Still, in her adopted hometown, there’s no one to call at the last minute for girl talk over brunch or a reality-TV marathon over a bottle of wine. Taking matters into her own hands, Bertsche develops a plan: Meeting people everywhere from improv class to friend rental websites, she'll go on fifty-two friend-dates, one per week for a year, in hopes of meeting her new Best Friend Forever.",https://www.goodreads.com/book/show/11104030-mwf-seeking-bff,https://images.gr-assets.com/books/1353033305m/11104030.jpg
11104933,16027103,Willpower: Rediscovering the Greatest Human Strength,Willpower: Rediscovering the Greatest Human Strength,Roy F. Baumeister; John Tierney,132685; 277647,Penguin Press,2011,2011,,1594203075,9781594203077,Hardcover,291,80025,estimated_from_pages_275_words_per_page,3.95,12674,737,13827,838,4616,5215,3022,692,282,13827,fiction; history_biography; nonfiction,to-read:27639; currently-reading:845; psychology:431; non-fiction:341; self-help:174; nonfiction:160; self-improvement:110; science:82; personal-development:68; productivity:49; business:42; self-development:31; to-buy:29; favorites:28; kindle:26; owned:24; willpower:22; library:22; psych:20; philosophy:18,"One of the world's most esteemed and influential psychologists, Roy F. Baumeister, teams with New York Times science writer John Tierney to reveal the secrets of self-control and how to master it. In Willpower , the pioneering researcher Roy F. Baumeister collaborates with renowned New York Times science writer John Tierney to revolutionize our understanding of the most coveted human virtue: self-control. In what became one of the most cited papers in social science literature, Baumeister discovered that willpower actually operates like a muscle: it can be strengthened with practice and fatigued by overuse. Willpower is fueled by glucose, and it can be bolstered simply by replenishing the brain's store of fuel. That's why eating and sleeping- and especially failing to do either of those-have such dramatic effects on self-control (and why dieters have such a hard time resisting temptation). Baumeister's latest research shows that we typically spend four hours every day resisting temptation. No wonder people around the world rank a lack of self-control as their biggest weakness. Willpower looks to the lives of entrepreneurs, parents, entertainers, and artists-including David Blaine, Eric Clapton, and others-who have flourished by improving their self-control. The lessons from their stories and psychologists' experiments can help anyone. You learn not only how to build willpower but also how to conserve it for crucial moments by setting the right goals and using the best new techniques for monitoring your progress. Once you master these techniques and establish the right habits, willpower gets easier: you'll need less conscious mental energy to avoid temptation. That's neither magic nor empty self-help sloganeering, but rather a solid path to a better life. Combining the best of modern social science with practical wisdom, Baumeister and Tierney here share the definitive compendium of modern lessons in willpower. As our society has moved away from the virtues of thrift and self-denial, it often feels helpless because we face more temptations than ever. But we also have more knowledge and better tools for taking control of our lives. However we define happiness-a close- knit family, a satisfying career, financial security-we won't reach it without mastering self-control.",https://www.goodreads.com/book/show/11104933-willpower,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
11106458,16028692,The Mortal Instruments (The Mortal Instruments #1-4),The Mortal Instrument Series: City of Bones / City of Ashes / City of Glass / City of Fallen Angels,Cassandra Clare,150038,Margaret K. McElderry Books,2011,2011,eng,1442440430,9781442440432,ebook,1952,536800,estimated_from_pages_275_words_per_page,4.59,14002,373,14480,376,10323,2853,940,221,143,14480,fiction; fantasy; science_fiction; romance; mystery_thriller_crime; young_adult,to-read:5218; currently-reading:238; favorites:211; fantasy:83; young-adult:52; ya:34; paranormal:27; romance:27; cassandra-clare:22; the-mortal-instruments:19; series:19; owned:18; books-i-own:17; supernatural:17; angels:16; urban-fantasy:15; vampires:15; favourites:14; my-books:13; werewolves:9,"The Shadowhunters—touched by angels and charged with protecting innocents—battle demons and other evil in the bestselling Mortal Instruments series. City of Bones When Clary Fray heads out to the Pandemonium Club in New York City, she hardly expects to witness a murder. Much less a murder committed by three teenagers covered with odd markings. This is Clary’s first meeting with the Shadowhunters, warriors dedicated to ridding the earth of demons—and keeping the odd werewolves and vampires in line. It’s also her first meeting with gorgeous, golden-haired Jace. Within twenty-four hours Clary is pulled into Jace’s world with a vengeance, when her mother disappears and Clary herself is attacked by a demon. But why would demons be interested in an ordinary mundane like Clary? And how did she suddenly get the Sight? The Shadowhunters would like to know. . . . City of Ashes Clary Fray just wishes that her life would go back to normal. But what’s normal when you’re a demon-slaying Shadowhunter, your mother is in a magically induced coma, and you can suddenly see Downworlders like werewolves, vampires, and faeries? Clary would love to spend more time with her best friend, Simon. But the Shadowhunters won’t let her go—especially handsome, infuriating Jace. Clary’s only chance to help her mother is to track down rogue Shadowhunter Valentine, who is probably insane, certainly evil—and also Jace’s father. When the second of the Mortal Instruments is stolen, the terrifying Inquisitor suspects Jace. Could Jace really be willing to betray everything he believes in to help his father? City of Glass To save her mother’s life, Clary travels to the City of Glass, the ancestral home of the Shadowhunters—never mind that by doing so she is breaking the Law, which could mean death. Even worse, Jace does not want her there, and Simon has been thrown in prison by Shadowhunters who are deeply suspicious of a vampire who can withstand sunlight. Luckily, Clary finds an ally in the mysterious Sebastian, who holds a strange attraction for her. As Valentine musters a demon army, can Downworlders and Shadowhunters put aside their ancient hatred and work together? And can Clary harness her newfound powers to help save them all—whatever the cost? City of Fallen Angels The Mortal War is over, and Clary is back in New York, excited about all the possibilities before her. She's training to become a Shadowhunter and to use her unique power. Downworlders and Shadowhunters are at peace at last. And—most importantly of all—she can finally call Jace her boyfriend. But nothing comes without a price. Someone is murdering Shadowhunters, provoking tensions that could lead to a second, bloody war. Clary's best friend, Simon, can't help her. Everywhere he turns, someone wants him on their side—along with the power of the curse that's wrecking his life. Not to mention that he's dating two beautiful, dangerous girls—neither of whom knows about the other. When Jace begins to pull away from her without explaining why, Clary is forced to delve into the heart of a mystery whose solution reveals her worst nightmare: She herself has set in motion a terrible chain of events that could lead to her losing everything she loves. Even Jace.",https://www.goodreads.com/book/show/11106458-the-mortal-instruments,https://images.gr-assets.com/books/1313073526m/11106458.jpg
11107244,16029496,The Better Angels of Our Nature: Why Violence Has Declined,The Better Angels of Our Nature. Why Violence has Declined,Steven Pinker,3915,Viking,2011,2010,eng,0670022950,9780670022953,Hardcover,802,220550,estimated_from_pages_275_words_per_page,4.19,11451,1137,12977,1288,6244,4137,1779,514,303,12977,fiction; mystery_thriller_crime; history_biography; nonfiction,to-read:38936; currently-reading:3272; non-fiction:797; history:572; psychology:407; science:397; nonfiction:286; sociology:217; philosophy:186; favorites:165; politics:102; anthropology:74; to-buy:48; social-science:45; audiobook:45; library:42; owned:41; society:38; to-read-non-fiction:38; abandoned:36,"Selected by The New York Times Book Review as a Notable Book of the Year. The author of The New York Times bestseller The Stuff of Thought offers a controversial history of violence. Faced with the ceaseless stream of news about war, crime, and terrorism, one could easily think we live in the most violent age ever seen. Yet as New York Times bestselling author Steven Pinker shows in this startling and engaging new work, just the opposite is true: violence has been diminishing for millennia and we may be living in the most peaceful time in our species's existence. For most of history, war, slavery, infanticide, child abuse, assassinations, pogroms, gruesome punishments, deadly quarrels, and genocide were ordinary features of life. But today, Pinker shows (with the help of more than a hundred graphs and maps) all these forms of violence have dwindled and are widely condemned. How has this happened? This groundbreaking book continues Pinker's exploration of the essence of human nature, mixing psychology and history to provide a remarkable picture of an increasingly nonviolent world. The key, he explains, is to understand our intrinsic motives- the inner demons that incline us toward violence and the better angels that steer us away-and how changing circumstances have allowed our better angels to prevail. Exploding fatalist myths about humankind's inherent violence and the curse of modernity, this ambitious and provocative book is sure to be hotly debated in living rooms and the Pentagon alike, and will challenge and change the way we think about our society.",https://www.goodreads.com/book/show/11107244-the-better-angels-of-our-nature,https://images.gr-assets.com/books/1311281857m/11107244.jpg
111126,2457240,"Hateship, Friendship, Courtship, Loveship, Marriage: Stories","Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,6410,Vintage,2002,2001,,0375727434,9780375727436,Paperback,323,88825,estimated_from_pages_275_words_per_page,4.06,10950,1005,12826,1246,4706,5025,2344,597,154,12826,fiction; romance; classics,to-read:8656; short-stories:769; fiction:242; favorites:143; currently-reading:114; book-club:111; canadian:108; canada:83; short-story:52; stories:49; owned:45; books-i-own:39; short-story-collections:37; literary-fiction:34; canadian-literature:34; literature:34; contemporary:30; short-fiction:26; ebook:25; to-buy:25,"In the her tenth collection (the title story of which is the basis for the new film Hateship Loveship ), Alice Munro achieves new heights, creating narratives that loop and swerve like memory, and conjuring up characters as thorny and contradictory as people we know ourselves. A tough-minded housekeeper jettisons the habits of a lifetime because of a teenager’s practical joke. A college student visiting her brassy, unconventional aunt stumbles on an astonishing secret and its meaning in her own life. An incorrigible philanderer responds with unexpected grace to his wife’s nursing-home romance. Hateship, Friendship, Courtship, Loveship, Marriage is Munro at her best, tirelessly observant, serenely free of illusion, deeply and gloriously humane.",https://www.goodreads.com/book/show/111126.Hateship_Friendship_Courtship_Loveship_Marriage,https://images.gr-assets.com/books/1494106094m/111126.jpg
11112619,16035084,"Fever (The Chemical Garden, #2)",Fever,Lauren DeStefano,4103366,Simon & Schuster Children's Publishing,2012,2012,eng,144240907X,9781442409071,Hardcover,341,93775,estimated_from_pages_275_words_per_page,3.79,37207,2919,39017,3219,11680,12800,10276,3206,1055,39017,fiction; fantasy; science_fiction; romance; young_adult; nonfiction,dystopian:1024; young-adult:971; dystopia:688; ya:513; favorites:505; books-i-own:333; romance:331; to-read:295; series:292; science-fiction:264; fantasy:204; sci-fi:168; read-in-2012:149; owned:148; fiction:136; library:94; post-apocalyptic:87; teen:76; owned-books:72; to-buy:71,"Rhine and Gabriel have escaped the mansion, but danger is never far behind. Running away brings Rhine and Gabriel right into a trap, in the form of a twisted carnival whose ringmistress keeps watch over a menagerie of girls. Just as Rhine uncovers what plans await her, her fortune turns again. With Gabriel at her side, Rhine travels through an environment as grim as the one she left a year ago - surroundings that mirror her own feelings of fear and hopelessness. The two are determined to get to Manhattan, to relative safety with Rhine’s twin brother, Rowan. But the road there is long and perilous - and in a world where young women only live to age twenty and young men die at twenty-five, time is precious. Worse still, they can’t seem to elude Rhine’s father-in-law, Vaughn, who is determined to bring Rhine back to the mansion...by any means necessary. In the sequel to Lauren DeStefano’s harrowing Wither , Rhine must decide if freedom is worth the price - now that she has more to lose than ever.",https://www.goodreads.com/book/show/11112619-fever,https://images.gr-assets.com/books/1324955449m/11112619.jpg
1111600,1098573,"The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)","The Wheel of Time: Boxed Set  (Wheel of Time, #1-8)",Robert Jordan,6252,,,1990,,0312875045,9780312875046,,,,,4.37,9036,125,9144,129,5389,2360,971,258,166,9144,fiction; fantasy; science_fiction; young_adult; comics_graphic; classics,to-read:1942; fantasy:164; currently-reading:31; favorites:29; epic-fantasy:20; fiction:9; high-fantasy:7; scifi-fantasy:6; series:5; wheel-of-time:5; sci-fi-fantasy:5; robert-jordan:4; fantasy-sci-fi:4; not-interested:3; don-t-plan-on-reading:2; re-read:2; own-it:2; read-fantasy:2; favorite:2; sff:2,,https://www.goodreads.com/book/show/1111600.The_Wheel_of_Time,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
111180,3349824,Perfect Match,Perfect Match,Jodi Picoult,7128,,,2002,eng,0743418735,9780743418737,,,,,3.93,52187,2434,55233,2691,16350,22205,13558,2628,492,55233,fiction; romance; mystery_thriller_crime; young_adult,to-read:7021; currently-reading:240; books-i-own:220; owned:128; contemporary:128; fiction:115; chick-lit:113; jodi-picoult:100; drama:93; adult-fiction:77; picoult:70; adult:66; contemporary-fiction:65; mystery:59; owned-books:56; default:49; general-fiction:47; family:42; crime:41; library:37,"In the course of her everyday work, career-driven assistant district attorney Nina Frost prosecutes child molesters and works determinedly to ensure that a legal system with too many loopholes keeps these criminals behind bars. But when her own five-year-old son, Nathaniel, is traumatized by a sexual assault, Nina and her husband, Caleb, a quiet and methodical stone mason, are shattered, ripped apart by an enraging sense of helplessness in the face of a futile justice system that Nina knows all too well. In a heartbeat, Nina's absolute truths and convictions are turned upside down, and she hurtles toward a plan to exact her own justice for her son -- no matter the consequence, whatever the sacrifice.",https://www.goodreads.com/book/show/111180.Perfect_Match,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png
