book_id_csv,book_id
8880,29519514
8884,30839185
8890,29519517
8899,29008738
8952,29104680
8989,23355896
9012,25912358
9024,29367958
9038,28678119
9051,25671827
9081,23638955
9082,27821486
9089,23492288
9099,28477789
9107,28262024
9147,6388558
9153,27083865
9306,27152124
9350,25711641
9380,17833099
9423,25828204
9436,25802884
9452,25772000
9482,5082599
9497,27252717
9510,23714532
9605,22522202
9610,23492661
9638,25056528
9640,25564665
9726,18340482
9757,24920901
9791,22892122
9836,16762211
9838,23122175
9839,22611920
9840,24504274
9853,27362503
9859,15793184
9896,23844390
9927,18461986
9957,23545800
9971,23587984
9972,18108281
10010,22431039
10023,13643567
10024,11408650
10026,20819682
10091,22557520
10115,23252517
10126,23355069
10136,23341855
10164,21411058
10232,25111004
10251,22669832
10282,22923997
10296,9961796
10297,9627755
10298,6936382
10312,22857396
10316,21857294
10320,22600903
10363,22843341
10376,22471294
10410,19286623
10449,22717015
10633,20348781
10645,21843117
10669,17936925
10684,18781543
10701,21981841
10715,21956060
10748,21795430
10793,18775297
10801,20980373
10802,20761374
10865,21400356
10880,3863861
10888,17673307
10979,18781540
11051,18110808
11077,17835773
11078,20639274
11160,18138755
11181,18297707
11187,18244799
11200,18680106
11260,18243828
11351,18089551
11427,16299341
11463,17225311
11486,17202452
11487,15748898
11495,18285151
11505,16102880
11515,18221931
11529,17973653
11557,18129852
11560,17930773
11585,18134894
11622,18943009
11658,18134249
11676,17825503
11691,18246727
11697,16152943
11715,83143
11805,17828418
11820,17983690
11848,18080889
11857,18104607
11862,17352874
11863,13624367
11864,12351649
11878,17880714
11879,17880708
11880,17798287
11891,17560674
11905,17798233
11915,17377032
11954,17970255
11972,17325147
11985,17830559
11994,13601550
12042,15739018
12049,15761241
12054,17404452
12055,17286162
12092,17792606
12108,17729712
12110,17788401
12118,17336849
12150,17569860
12151,17190226
12177,17617277
12183,16031679
12184,13614836
12190,16062210
12204,17316075
12221,17257484
12256,17167042
12258,17448960
12269,13323842
12270,13496738
12271,13146214
12272,11479285
12318,61179
12345,17032328
12409,11382346
12410,16079228
12416,12710035
12417,17314410
12418,17156015
12426,8471815
12437,83144
12443,17204860
12444,17200687
12458,17201104
12459,17201110
12461,17201095
12466,17257993
12467,16163690
12481,15993374
12485,16172634
12487,16034964
12490,16109563
12492,15783307
12494,11096647
12505,16299256
12506,16053316
12507,16117804
12508,15828714
12517,7600924
12522,11757975
12527,16140408
12536,16114862
12537,10790516
12545,16042305
12559,16119079
12570,16047244
12572,16151178
12582,26582
12588,16114861
12590,13560262
12591,13345975
12602,9399336
12603,7743783
12607,9442157
12608,15748335
12609,12710106
12612,13649056
12619,15778138
12620,9995135
12622,16041169
12645,16090636
12646,16070521
12661,37338
12670,15762975
12672,13640229
12678,15769463
12679,15704001
12680,6357022
12681,15760001
12684,15762657
12685,13612739
12686,15724654
12690,11381643
12700,13486122
12705,8135807
12706,8379374
12713,36086
12721,68210
12722,60471
12723,140671
12730,338691
12732,25614984
12739,383514
12744,27833670
12745,20912424
12747,27209407
12748,51964
12751,23719378
12753,24611454
12754,85459
12759,83369
12760,1268479
12766,1225261
12767,34268
12785,31374
12786,89717
12787,20168816
12789,15803059
12792,5771014
12795,65112
12796,65110
12797,65111
12799,22929741
12800,297792
12801,324277
12802,23602473
12803,65118
12804,150037
12807,172327
12808,54479
12809,131123
12810,65119
12811,438492
12812,78418
12814,11331421
12822,43945
12823,26236956
12826,9917879
12827,18167006
12831,6553733
12832,3690427
12833,1468706
12835,7433
12836,83083
12837,7432
12842,18652002
12843,462033
12844,20706320
12845,17722973
12846,176327
12848,114144
12851,20170404
12853,139176
12854,11607446
12856,348573
12858,7235533
12863,15937108
12865,24781
12867,12716010
12868,24782
12870,24779
12871,92780
12872,18079683
12873,9369720
12874,24784
12875,12432220
12876,15843166
12877,17182126
12878,22443261
12880,49596
12881,16341
12882,68930
12883,16372
12884,140278
12885,11230081
12887,32638
12889,834378
12892,152380
12894,40440
12903,65605
12905,188230
12906,18209454
12907,31304
12909,402045
12911,5972040
12912,5861926
12913,3552023
12914,2921082
12916,16343
12917,13316328
12918,18668066
12919,31300
12921,192893
12923,6101718
12924,24780
12926,6514074
12927,6224935
12928,7347109
12933,32829
12937,16158558
12939,12216302
12940,11447921
12945,9268487
12948,7090447
12950,206196
12951,8855321
12952,1128178
12953,2767793
12954,243705
12956,68429
12957,6736971
12958,3428935
12962,1215032
12964,10960383
12965,78983
12966,68428
12967,9118135
12968,67035
12969,34897
12970,233649
12971,228665
12972,7108001
12973,22917
12975,592657
12976,5659
12977,236093
12979,68520
12980,8163722
12981,227463
12982,7144
12988,114184
12989,2003767
12991,1999475
12994,32127
12999,12499
13000,407234
13001,2195309
13002,3094593
13005,39988
13006,196613
13007,56034
13008,24213
13017,23168817
13019,7332753
13021,20706284
13024,21480734
13025,13154150
13027,17557913
13033,25698
13039,7815744
13040,2527900
13043,16131032
13046,17333230
13054,17863
13059,49234
13060,475
13062,48484
13064,1371
13074,449
13075,431
13083,11337189
13086,54539
13087,19089
13090,18839
13097,43782
13098,4406
13099,49552
13100,13497991
13101,12007
13102,13642710
13107,570172
13108,55399
13110,91953
13111,18630
13112,2315892
13114,4900
13117,3974
13119,82192
13120,116343
13128,72659
13134,43035
13136,89185
13137,89187
13139,400924
13140,226004
13148,3384
13149,221059
13152,22206
13154,200572
13155,13330370
13161,16396
13163,7937744
13166,456
13168,530965
13169,659469
13174,60211
13175,40992
13176,887877
13178,910863
13181,25955
13184,19400
13185,28862
13186,826845
13187,12617
13189,101869
13190,49628
13191,17349
13194,61535
13195,337116
13197,587638
13198,3985
13200,6931246
13201,68497
13202,2102600
13209,3860977
13213,127455
13214,8935689
13215,12016
13218,835623
13219,3869
13220,6117055
13221,7785194
13223,102439
13224,16703
13225,279561
13226,81992
13227,68494
13228,6288
13229,40445
13230,1137215
13231,77711
13232,12591698
13241,7648269
13251,6049585
13252,20423680
13253,17920175
13254,26435
13255,16240761
13257,69136
13259,25372801
13270,241823
13295,18007564
13296,25837338
13302,22367526
13308,93261
13311,17286958
13312,15985348
13313,10407279
13314,7981206
13315,7091488
13316,2233407
13317,5161066
13318,140075
13319,140079
13320,170210
13321,140077
13322,140082
13325,17674991
13327,21965107
13330,110494
13332,218659
13333,58345
13335,13152194
13336,21412673
13337,23212667
13338,25574782
13341,16054808
13345,22749539
13347,23019294
13350,18692431
13352,29906980
13353,12000020
13358,28449270
13360,7048800
13363,13486632
13364,25893693
13366,18081809
13369,25852870
13371,2159225
13375,20890479
13380,16527
13381,31818
13385,13057939
13387,7979073
13388,15990489
13396,10920
13397,2277378
13398,213233
13399,4477
13400,23602562
13401,93795
13402,93794
13403,352921
13404,414999
13405,135479
13406,51070
13407,6327
13408,71728
13409,511684
13410,6689
13411,32261
13412,9717
13413,355697
13414,8921
13415,41962
13416,41967
13417,41977
13418,5196
13419,6538
13420,759900
13421,5369
13422,60223
13423,803171
13424,18402
13425,191113
13426,75020
13427,89716
13428,80536
13429,10692
13430,10847
13433,222458
13434,75024
13435,6393631
13436,9999107
13437,6609765
13438,15505346
13439,13056159
13440,17349203
13441,15823461
13448,11940384
13452,5326
13453,6643090
13455,15849910
13456,12326627
13457,12326644
13458,7148256
13459,9542439
13460,5971165
13462,25776122
13467,15171
13468,1258121
13469,248596
13470,16052012
13471,7180727
13472,5422154
13474,7262166
13475,4494917
13484,26252659
13485,32501
13488,6340471
13489,2897258
13490,481446
13494,902
13496,214614
13497,44905
13502,10108
13503,10115
13504,25893709
13506,60748
13507,233667
13508,10603
13509,10629
13510,10583
13513,70287
13515,25106926
13516,2241558
13517,16183
13518,252499
13519,16180
13520,16181
13521,3711
13525,25573977
13527,29981261
13530,6606456
13533,4929705
13535,21416690
13536,13872
13537,7354
13539,310612
13541,18293427
13544,83674
13546,5139
13547,9416
13552,2153405
13553,6668467
13555,13525938
13562,10988
13563,5364
13564,2832909
13565,10967
13566,10965
13567,10987
13568,20603820
13570,21518647
13572,11710373
13573,21418017
13574,13634927
13577,16062211
13578,18341046
13581,20874139
13583,17257990
13584,13565914
13589,1963638
13614,216442
13619,513176
13646,77787
13647,9549
13676,270521
13678,110331
13681,31343
13682,84136
13684,43818
13688,15707526
13689,8598554
13690,43886
13691,43884
13692,43893
13693,604803
13694,43887
13695,5038
13696,761732
13697,121127
13699,13890
13700,123543
13705,51497
13709,26581
13710,43808
13714,25190
13715,10617
13796,903
13824,99085
13825,316845
13826,6390031
13827,77378
13828,76104
13834,2637138
13850,1044141
13851,1635
13852,763362
13872,64401
13877,11970747
13880,6911529
13885,232109
13886,91244
13892,183554
13894,356896
13902,324737
13914,13501
13918,7619398
13953,382450
13960,19486421
13961,7779059
13968,8058301
13969,6585201
13971,3475161
13974,927979
13975,91475
13976,91474
13977,17683
13978,99383
13979,91479
13980,91478
13981,91476
13982,91477
13985,568099
13988,47994
13992,586516
13995,43799
13998,56405
13999,8676
14000,206309
14001,44644
14002,1052
14003,1134122
14004,1274
14021,18750
14024,48757
14025,7214
14026,9822
14028,99461
14029,61942
14030,29187
14031,219205
14034,129565
14040,109515
14041,867247
14045,785092
14046,900892
14047,762462
14049,78427
14050,142108
14053,81922
14054,106835
14055,4076
14056,815716
14057,10534
14058,998
14059,69571
14060,81948
14061,4894
14063,11607
14064,13440
14066,1005
14067,36072
14069,356373
14071,214333
14072,365006
14073,44361
14074,214332
14075,175510
14076,33333
14077,107195
14078,567795
14079,79705
14080,228261
14081,11149
14082,25350
14083,29580
14084,29581
14092,66692
14093,68396
14094,66693
14096,66678
14097,66695
14098,50027
14099,91714
14100,26085
14115,25295
14116,534415
14117,92871
14118,260025
14119,93768
14120,23454
14121,68378
14122,68380
14123,259836
14124,14384
14141,36159
14222,905092
14223,31332
14224,31338
14226,15433
14227,99452
14228,96980
14229,76667
14230,76660
14231,76659
14232,96977
14233,15447
14234,76664
14235,76658
14236,253058
14237,43892
14238,234184
14239,43889
14240,13891
14241,35231
14242,13895
14243,9539
14244,92845
14245,15547
14246,15567
14247,189783
14248,15575
14252,3412815
14261,40483
14263,9832370
14297,9876989
14299,281235
14318,6294
14330,739840
14333,351064
14337,7329
14338,349254
14401,121749
14409,192214
14416,1898916
14417,784222
14418,263173
14419,263145
14447,204041
14453,204045
14457,204042
14460,780845
14474,13614
14475,13621
14476,13620
14477,13617
14478,13616
14479,13618
14480,13619
14481,13615
14484,7352220
14485,6867952
14486,6690979
14502,29780253
14504,10079321
14507,25953369
14509,17346698
14511,22522805
14521,27213163
14527,25279165
14536,25814512
14540,30253864
14546,41899
14547,26192646
14549,23398625
14551,6604794
14554,18090147
14558,25242224
14559,23156040
14560,17465515
14561,24820165
14562,18505784
14566,28587957
14568,12700353
14569,15811496
14571,3679
14572,29209
14576,23734628
14578,27209486
14582,15451058
14586,26025580
14587,22237161
14588,6604712
14589,25065629
14590,20697471
14591,25690958
14593,23129410
14594,22151696
14595,25065522
14599,23453112
14603,3722183
14606,23009402
14611,22716447
14619,22934446
14621,13330761
14622,21412400
14624,23887
14627,67
14628,13325079
14631,94672
14632,6905012
14633,77103
14634,9777
14643,11887020
14645,18404427
14646,9500416
14648,12262741
14649,19523454
14651,16071745
14652,18114068
14653,20170296
14654,2195289
14655,18007533
14660,7603
14661,20588698
14662,10996342
14663,17349023
14664,126381
14665,5587960
14668,13320466
14670,46661
14671,20820994
14676,18144115
14677,18693716
14684,85301
14687,5211
14689,10798418
14693,4955
14696,7741325
14697,263050
14698,5664985
14701,18295858
14702,6512154
14706,18749
14707,14836
14708,2437710
14710,13547241
14711,13562049
14713,15781725
14715,178357
14716,17407748
14717,15790837
14720,6080822
14722,22695
14723,16131025
14724,284195
14725,2285777
14726,9503336
14730,13586743
14731,7815
14736,1470232
14737,13167796
14738,6928893
14741,15994634
14742,421549
14746,14756
14747,14758
14749,16044981
14750,836984
14751,276342
14753,217432
14754,3975186
14755,8949352
14758,400
14761,68783
14765,13568322
14769,12888599
14770,12408149
14771,8664368
14772,187020
14773,10846336
14774,1971304
14780,12902549
14781,5198
14785,296662
14787,8564644
14794,16115612
14795,15753740
14799,19057
14804,4588
14805,67238
14806,747746
14811,7723542
14812,1736739
14813,14864
14814,13503109
14815,531989
14816,7726892
14817,712313
14818,6449290
14819,7290826
14820,297135
14821,2485785
14822,1617875
14823,10956
14824,39999
14829,23232
14830,23228
14831,13539044
14832,5960325
14835,28407
14838,71332
14839,366522
14840,12878667
14841,12401556
14842,783291
14843,82970
14844,9279177
14845,10766509
14846,7812659
14847,15926
14848,3063499
14849,6400090
14850,3473
14851,1472878
14852,9758764
14853,7227174
14854,6066819
14855,7114761
14856,2120652
14857,42149
14858,42155
14859,42156
14861,10908
14862,10912
14863,111180
14864,8554005
14865,10915
14866,10913
14867,3720975
14868,1609451
14869,6614960
14870,10916
14871,6567017
14872,49750
14873,13184572
14874,12283261
14875,701738
14876,12022079
14877,12987977
14881,24612624
14889,20575434
14907,17667561
14908,17465470
14917,17347389
14919,16101018
14922,13555073
14926,10551947
14931,15944406
14936,3700085
14937,1524173
14938,2049993
14939,81524
14940,127823
14941,920607
14942,100476
14943,225038
14944,100464
14945,114954
14946,2146957
14947,784911
14948,227865
14949,2179276
14950,262430
14951,113304
14952,37190
14953,248484
14954,2248573
14955,44652
14960,8621462
14973,214856
14974,69392
14979,37186
14980,60400
14981,11254850
14982,8306745
14990,15801381
14995,13623777
15002,287861
15008,6726595
15020,25066591
15022,30065028
15023,11737387
15033,137894
15049,33547
15052,240130
15081,155291
15082,155421
15088,663098
15089,111450
15090,3950967
15091,39662
15092,109901
15097,24876258
15098,30274
15099,15309
15100,30281
15107,6375845
15116,20926278
15126,140091
15131,45020
15133,6344832
15134,140097
15135,140078
15136,58077
15137,6202318
15139,18107951
15141,6954438
15142,11566
15143,10588
15155,20800147
15156,16164271
15157,16248078
15158,13390528
15159,9975779
15160,7096123
15161,5739373
15162,2033217
15163,93796
15164,93793
15165,93799
15166,93802
15167,93801
15168,10574
15169,32416
15170,32418
15172,22416
15185,333867
15186,102953
15187,95406
15188,95431
15189,11574
15190,3134981
15191,22374
15198,13521299
15199,17333277
15200,13097901
15205,59969
15256,37398
15258,1097
15259,12497
15267,21671
15268,21686
15270,185911
15271,32508
15272,104734
15308,18864
15312,10343389
15313,7856305
15314,6266907
15315,1713912
15316,53625
15317,13151
15318,552887
15319,84736
15320,6588
15321,13128
15322,79379
15323,21436
15324,79378
15325,13143
15326,13140
15327,30043
15328,40465
15330,6405929
15331,10605
15332,179780
15333,95819
15334,53022
15335,42038
15336,27494
15355,113946
15356,191139
15357,57605
15358,32929
15359,233093
15360,386421
15361,7788
15362,90072
15363,232576
15364,310259
15365,9266776
15382,337623
15386,31271
15388,763594
15390,31266
15392,31268
15393,573201
15394,31231
15395,31259
15396,7869
15420,8546358
15421,89788
15425,13333093
15427,18906484
15428,92373
15429,34452
15430,341735
15431,1278752
15432,16188
15438,8492768
15439,7274337
15444,133518
15445,12799058
15446,60177
15447,2179832
15448,80660
15449,80534
15450,5899779
15455,425029
15456,8155
15457,12657
15460,7948230
15462,8196732
15463,6280118
15464,15159
15465,98427
15466,10235
15467,40102
15469,3686
15470,77142
15471,2586771
15472,13529
15473,3407877
15474,976
15475,3476
15476,5157
15477,5168
15478,42697
15479,3412
15484,51299
15485,33356
15488,25816688
15499,29394
15500,133664
15501,346087
15502,6316821
15503,2903736
15504,29396
15509,13615414
15517,9533378
15518,12962439
15519,687215
15520,536790
15527,378
15533,30271
15534,30245
15535,30246
15536,30248
15537,190361
15538,30242
15539,30244
15540,30273
15541,30241
15674,7124475
15706,29991719
15743,26224667
15758,25564446
15773,22296542
15936,10599302
15937,7863423
16014,17204568
16042,9403947
16043,12294652
16045,16279715
16061,2020935
16066,16301111
16067,16124019
16092,7202825
16093,8341567
16103,4066312
16111,16101126
16117,11235783
16125,395871
16130,5024334
16134,104379
16135,8492856
16136,4325
16137,816953
16138,9888775
16140,1295102
16141,51738
16142,22205
16143,1672727
16144,51737
16146,12021559
16159,10801027
16167,23128304
16185,92250
16195,17623975
16203,5266667
16204,3697927
16205,183660
16216,857445
16217,766955
16218,3992598
16222,11983940
16226,17728
16238,480204
16241,3213286
16247,9520360
16249,1099301
16254,197084
16257,2954411
16258,2213324
16260,1175893
16265,3112850
16266,402128
16268,444304
16269,46306
16270,775597
16271,159061
16272,401679
16273,770038
16274,786256
16275,293595
16276,759611
16279,9349915
16282,7058405
16283,3478
16285,3609760
16294,3002300
16295,277190
16297,852470
16298,24337
16299,714569
16303,295649
16304,24472
16305,261331
16307,64481
16308,7558747
16309,12384157
16310,7095831
16315,157055
16316,183656
16317,85990
16318,402013
16319,3462
16320,17020
16323,301023
16326,16248113
16337,41918
16339,26228034
16342,18803640
16359,28965131
16364,20525628
16375,10238
16382,2133795
16393,23453099
16417,20342617
16418,95784
16420,20312459
16422,6596
16426,25251757
16429,25489025
16432,23209924
16438,24040551
16443,23512999
16447,69477
16467,31072
16470,10464963
16474,32276
16486,62953
16490,6667514
16502,18656036
16506,3483
16512,23363928
16517,17571564
16524,22609317
16545,23534
16551,20613761
16559,7155145
16560,123063
16564,22642472
16565,18077903
16567,13129925
16570,56465
16572,18339630
16595,28735
16609,4031
16618,57913
16629,13099738
16639,17934655
16645,7334201
16651,32067
16659,10112885
16687,5755
16694,11595276
16704,15811520
16705,954674
16709,446
16713,11381910
16724,113441
16758,771332
16772,1821187
16788,41219
16803,567678
16805,11076177
16817,10149142
16819,10306358
16821,6251222
16825,343
16826,17157
16853,32263
16858,9912994
16879,57891
16899,80570
16911,7237456
16921,6855294
16925,129117
16929,10374
16939,9443405
16948,657034
16962,2526
16973,6065182
16981,4601396
16985,257845
16986,5632446
16992,16424
16996,79257
16997,117833
17006,121648
17008,16316
17009,9844
17010,74462
17015,3289281
17018,215492
17021,21685
17022,3381
17023,16342
17025,9010
17029,33458
17033,33441
17034,33456
17036,1044355
17037,16328
17044,33926
17050,106128
17051,231604
17052,3763
17057,359194
17059,21727
17061,46165
17066,11762
17068,24580
17072,5246
17076,21726
17085,10873
17086,7588
17095,10461
17098,52350
17099,228296
17102,89724
17105,607639
17106,768878
17109,4135
17111,4143
17112,9595
17113,4982
17114,9592
17115,4985
17116,24800
17119,12357
17121,12358
17122,3110
17125,4954
17127,3446
17129,11989
17130,7723
17131,17690
17148,1325218
17159,665
17161,19631
17169,9569
17170,9567
17171,8680
17172,9570
17173,9370
17174,7572
17175,8682
17176,9566
17180,547094
17181,550844
17182,11563
17183,10596
17184,133266
17185,10584
17186,11564
17187,17660
17188,10585
17190,58696
17191,14595
17193,46917
17194,85386
17196,96123
17204,45760
17206,6749
17213,775346
17214,1840511
17216,22285
17217,22288
17218,22290
17219,22284
17221,9555
17222,9833
17224,11298
17225,611298
17227,140302
17228,433035
17231,16335
17232,16312
17233,16326
17234,16297
17235,16363
17236,16305
17237,16322
17239,4009
17240,5113
17242,6748
17248,22055262
17252,2714607
17257,25387202
17260,28077464
17264,23093359
17267,944076
17268,902715
17270,944073
17271,17570538
17272,12652457
17274,68427
17275,12499290
17278,39020
17279,18739426
17285,2715
17288,19536001
17290,216363
17292,28698
17293,795034
17295,2570856
17297,28689
17299,1395209
17300,298568
17301,23664710
17302,20263040
17305,15195
17306,256598
17312,298567
17313,7011403
17314,4703450
17315,45101
17316,45102
17317,45100
17318,45108
17319,45109
17320,68488
17321,45112
17322,68487
17324,17910124
17325,19288321
17326,18693743
17327,21535271
17328,16065004
17330,3147367
17336,6351910
17337,1347837
17338,35430
17340,17262159
17341,13359067
17342,10428708
17343,8357992
17344,6977769
17345,2211221
17346,108942
17354,216422
17355,383028
17356,220968
17357,231562
17358,455941
17359,21745
17360,455930
17361,16141924
17363,1128434
17364,455925
17368,404223
17369,13578175
17370,156530
17372,35982
17375,2890090
17376,9579634
17377,7165405
17378,220970
17379,220969
17380,78129
17382,7165300
17384,91981
17386,59960
17389,7743175
17390,5114
17398,185253
17400,45107
17414,22283
17415,140225
17416,154795
17417,14064
17418,332631
17419,160848
17421,9532
17422,76778
17431,10803121
17439,144127
17440,8253920
17441,1166599
17442,13888
17443,113435
17444,140974
17445,187065
17470,9634967
17471,228200
17472,71823
17473,228198
17474,228194
17475,228199
17476,92227
17477,2906039
17478,10607
17479,10579
17480,13596166
17481,4345290
17487,26891429
17490,61663
17492,28698036
17506,18077752
17507,18077769
17509,19288239
17510,13521459
17511,9300768
17512,6819
17514,16479439
17516,6945530
17517,6723348
17520,2373
17521,43781
17522,268559
17524,32445
17525,32453
17526,236208
17527,32433
17528,32437
17529,21340
17530,32429
17531,32434
17532,21362
17533,15760
17534,64948
17535,14996
17536,32421
17537,15860
17538,83763
17539,19351
17540,196970
17541,420282
17542,21348
17543,2165
17544,11557
17545,34072
17547,5986375
17548,12924261
17557,935308
17560,374233
17561,93436
17562,342445
17563,4004
17564,35519
17565,259538
17566,7670
17568,16902
17569,51893
17571,320700
17572,32767
17574,567704
17575,32424
17576,11286
17578,9532302
17579,144800
17580,17801
17581,11299
17582,2195464
17583,17799
17584,17800
17585,9557
17586,17803
17587,28
17588,26
17589,15015
17590,402843
17591,38210
17592,57854
17593,174703
17594,7669
17595,1168341
17596,123632
17597,92307
17598,8520362
17599,243685
17600,227265
17601,33313
17602,32442
17603,693172
17604,32432
17605,64955
17606,16434
17607,32422
17608,1011632
17609,66655
17610,281433
17611,15676
17612,52640
17613,1857440
17614,21337
17615,32430
17616,32439
17617,103035
17618,32435
17619,52635
17620,160149
17621,36315
17622,14995
17623,32769
17624,813214
17625,10566
17626,32423
17627,7912007
17628,10567
17629,119073
17630,27712
17631,11297
17638,175324
17647,14185
17648,4339
17656,542389
17672,7519640
17673,711901
17674,10058
17676,56759
17678,9589
17679,7332
17680,23814
17686,348
17687,355
17688,841973
17694,12914
17695,76740
17696,19068
17697,30659
17698,487666
17702,149049
17703,95558
17704,250024
17706,4983
17707,22632
17708,30289
17709,12321
17710,76401
17711,22584
17712,353
17713,22590
17714,14817
17715,112537
17716,21611
17717,41821
17718,41069
17719,102327
17720,100365
17721,161156
17722,27323
17723,42389
17724,35220
17725,1305
17726,116114
17728,29923
17729,35100
17730,682804
17731,29925
17732,40395
17735,2807199
17747,253264
17770,470495
17775,23481669
17781,27220736
17783,5983057
17803,815309
17807,17332218
17821,27824826
17855,30852
17866,29072594
17867,88815
17873,31845516
17897,17349222
17915,23341862
17924,29430788
17929,2358737
17932,15827066
17936,99664
17961,25365
17964,105992
17969,23399022
17983,25527908
17984,534255
17985,4836308
17992,193755
17998,22571552
18016,454236
18022,7783191
18026,25332115
18037,1474628
18048,24728470
18049,218357
18053,13258
18060,23719479
18061,22875451
18071,23553419
18072,20893314
18073,31555
18079,24452249
18087,23754479
18095,25152052
18103,15055
18106,17402288
18108,18718848
18119,13540215
18124,12349
18125,23492741
18131,10600242
18132,18594633
18134,13547381
18139,10950924
18140,781110
18143,25228579
18144,22544024
18151,23692271
18153,18114142
18154,1951125
18156,22716194
18158,73965
18178,1432370
18182,7841677
18187,454856
18192,2082136
18194,18213403
18196,22693211
18201,22450859
18210,96884
18211,17237214
18212,11324722
18216,17884042
18232,15833693
18234,2659997
18235,16131193
18238,17704902
18239,18039963
18240,17704903
18247,12449167
18248,6131786
18249,8296140
18256,321577
18259,16138688
18261,13508607
18264,7619057
18269,9219901
18272,17204
18279,171102
18281,10252302
18286,248483
18287,11330361
18288,13125947
18289,12872236
18290,13366259
18291,15851746
18293,13547188
18294,13624688
18295,10870589
18299,15814872
18327,26023
18346,73080
18374,27170141
18450,13489919
18481,105574
18482,7198269
18483,6264710
18484,2948832
18485,1756703
18486,827412
18487,114166
18516,7491418
18528,306364
18530,73070
18532,28078
18533,693016
18537,330721
18538,8449698
18543,425377
18544,114162
18545,384597
18565,50618
18569,10006
18573,98250
18581,182425
18584,18140047
18591,10577
18593,66370
18594,17285330
18596,23341894
18599,23164927
18600,23153154
18602,21393526
18606,18635016
18607,13452375
18615,349473
18617,16435
18618,22910900
18621,11166889
18625,1862313
18631,22635858
18632,22465597
18633,18114057
18634,24445517
18641,4268
18644,18453110
18647,15749186
18650,17565845
18653,13522285
18656,15283043
18658,16130537
18662,23220
18663,16099180
18671,7907803
18674,51504
18676,15793186
18681,11866694
18682,10108463
18694,544424
18696,6931356
18697,41681
18699,14755
18701,32628
18704,10756240
18723,17184
18724,10798416
18725,29547
18737,13154933
18738,13089710
18741,7940591
18742,667
18744,10746542
18745,37743
18747,1869
18765,107032
18767,18310944
18774,38500
18783,15730101
18789,2666
18797,19302
18800,2108198
18805,20980987
18811,38502
18832,6192
18835,52372
18850,2548866
18865,9165406
18868,223462
18869,12033455
18870,176839
18871,12557
18872,306654
18875,6506307
18876,77773
18877,24983
18878,7973
18879,3220405
18880,8647
18881,234724
18882,9534
18883,31360
18886,22649
18887,63461
18889,401514
18890,537375
18891,277397
18893,85448
18894,85443
18895,6135237
18896,16729
18916,37095
18917,108229
18919,13083
18922,82747
18924,9298
18925,9302
18926,165030
18927,82748
18928,9300
18929,1402668
18930,129645
18931,9419
18932,9418
18933,1358844
18934,33724
18935,207687
18936,199782
18937,207684
18938,23217
18939,2068676
18940,23219
18942,4285768
18943,28184
18944,7053
18945,97898
18946,7039
18947,4799
18949,150739
18950,9375
18951,48132
18953,187181
18954,53764
18956,8337
18957,32085
18958,110737
18959,77262
18960,14250
18964,24586590
18987,15161
18991,764073
19006,11437
19020,34504
19024,37034
19025,6589074
19027,351648
19041,13593553
19044,11192642
19048,86655
19054,99315
19058,140963
19059,13006
19060,2175
19061,10990
19063,12875355
19065,188572
19066,487445
19067,5308
19068,4934
19069,76237
19070,136116
19071,77270
19072,13023
19073,24583
19074,18254
19075,117251
19076,284996
19077,546018
19078,111222
19079,6462
19082,676
19083,72223
19084,79885
19085,12658
19086,42933
19087,11713
19088,1918305
19095,48328
19096,321552
19097,96702
19103,19469
19137,263147
19139,3130430
19145,818811
19278,8456124
19280,6609490
19281,395875
19282,1169808
19283,6934395
19284,3665811
19285,395851
19286,3099780
19287,7100490
19288,6441509
19289,395922
19290,3934321
19291,6780439
19292,11401915
19293,1895792
19294,7726143
19295,3099787
19296,2985500
19297,3575676
19298,4502877
19329,22428828
19340,16303287
19341,18335634
19345,84351
19351,12588363
19377,421129
19384,6871616
19387,1611656
19389,38529
19390,3373198
19391,1928873
19392,84146
19393,8088
19394,84135
19395,84139
19396,263179
19397,84133
19398,14383
19399,84142
19400,84144
19401,28866
19402,1388813
19403,715791
19404,6547187
19405,84151
19406,84140
19408,84145
19409,704043
19410,2299110
19412,17333319
19416,13477676
19419,29236299
19424,26245853
19428,23207027
19430,23308084
19431,23395680
19439,23281906
19442,28686840
19443,27904311
19445,20764879
19454,25773504
19456,15724396
19457,21064599
19459,25735012
19473,23305614
19476,15790873
19478,18295852
19481,13226173
19482,18336965
19484,18798983
19485,21414439
19488,7938275
19489,20560137
19490,5267365
19491,568645
19492,18712886
19495,21853628
19499,7926569
19502,10049436
19503,17878931
19516,17910611
19517,17199504
19518,11721314
19519,20821111
19521,18705209
19523,7544603
19525,1008231
19527,890143
19531,12813630
19532,18189606
19533,8680278
19534,6584188
19535,7664334
19536,3798703
19537,8563789
19541,9420
19546,12383869
19548,11947829
19549,11861815
19550,94319
19553,136782
19554,2218252
19555,11112619
19556,104378
19557,7736182
19558,1254951
19559,5821978
19560,162085
19561,1210754
19562,11966216
19565,187812
19566,19448
19567,295834
19568,2208744
19570,7199667
19573,5231173
19576,12926132
19580,5135798
19581,227651
19582,669570
19583,8435445
19584,33906
19586,10757806
19587,10505
19588,6460331
19589,6574102
19590,8835379
19593,15703770
19623,376561
19624,30593
19654,15771862
19658,29641
19680,7805
19691,9809
19692,16085481
19709,22725443
19713,251665
19717,25817528
19722,17380041
